"id","favors","slavery","deserve","harder","rr_all","rr","notes","valid_items"
303631019,0.75,0,0.5,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303646065,0.25,0.25,0.25,0.25,0.25,0.25,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303646436,0.5,0.25,0.25,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303649481,0.75,0.25,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303649831,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303653560,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303653957,1,0.75,0.75,1,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303660798,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303664577,0.5,0.25,0.25,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303665005,0.75,1,1,0.75,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303665277,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303666254,1,0.75,1,1,0.9375,0.9375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303669116,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303676247,1,0.5,1,0.75,0.8125,0.8125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303676791,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303689999,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303695342,0.5,0.25,0.25,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303697037,0.5,0.25,0.25,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303697260,0.75,0.75,0.25,0.75,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303697381,1,1,0.75,1,0.9375,0.9375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303697413,0.75,0.25,0.25,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303698721,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303703766,0.25,0.5,0.5,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303703785,0.75,0,0,0.25,0.25,0.25,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303706442,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303753848,0.75,0,0,0,0.1875,0.1875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303761108,0,0.75,0.5,0,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303764903,0.75,0.25,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303768367,0.75,0.25,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303768730,1,0,0,1,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303768957,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303781229,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303781346,0.25,0.25,0.5,0.5,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303786495,0.25,0.25,0.25,0.25,0.25,0.25,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303786637,0.5,0.25,0.25,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303792873,0.5,0.25,0.5,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303792997,0.75,1,0.5,0.5,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303804708,0.5,1,0.5,0.25,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303808146,1,0,0,1,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303808714,0.5,0.25,0.75,0.75,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303812626,0.25,1,1,0.5,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303814768,1,0,1,1,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303824738,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303828089,1,0.5,0.75,0.5,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303828427,0.75,0.5,0.5,1,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303831662,0.75,0.25,0.25,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303835645,0.5,0.75,0.25,0.25,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303845224,0.75,0.75,0.5,0.5,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303846415,0.25,0,0.25,0.25,0.1875,0.1875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303849034,0.5,0.25,0.25,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303852331,0.75,0.5,0.25,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303852841,0.75,0.75,0.5,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303855361,0.75,0.25,0.25,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303855779,0.75,0.75,0.75,0.75,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303861425,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303863983,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303864059,0.75,0.75,0.75,0.75,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303864220,1,1,0.75,0.75,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303865385,0.25,0.25,0.5,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303866566,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303871785,1,0.25,0.75,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303874180,0.25,0.5,0,0.25,0.25,0.25,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303878772,0.75,0.75,0.5,1,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303880841,0.75,0.5,0.5,0.75,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303884893,0.75,0.5,0.25,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303908500,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303912479,0.25,0.25,0.25,0.25,0.25,0.25,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303920509,1,0.25,0.25,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303927519,1,0,0.5,1,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303933846,0.75,0.25,0.5,0.75,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303937088,1,0.75,1,1,0.9375,0.9375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303943277,0.75,0,0.25,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303943621,1,1,0.25,0.25,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303955517,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303955521,1,0.25,0,1,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303980464,0.75,0.75,0.75,0.75,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303980738,0.75,0.75,0.5,1,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303983763,0.5,0.5,1,0.5,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
303987297,0.5,0.25,0.75,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304001856,1,1,0.75,0.5,0.8125,0.8125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304017457,0.5,0.25,0.25,0.5,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304051982,0.5,0,0,0,0.125,0.125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304051995,0.5,0.75,0.5,0.5,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304058294,1,NA,0.25,NA,NA,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",2
304061333,1,0.75,0.5,0.75,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304064712,1,0,0.25,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304064937,0.25,0.25,0.25,0,0.1875,0.1875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304065004,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304071021,1,0.75,0.75,1,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304071068,0.5,0.75,0.75,0.5,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304079613,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304083892,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304084505,0.75,0.75,0.25,0.5,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304086990,0.5,0.25,0.5,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304090069,1,0.75,0.75,1,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304090218,0.75,0.5,0.75,0.5,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304092245,0.5,0.25,0.5,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304092898,0,0,0.25,0,0.0625,0.0625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304114960,1,0.75,0.75,1,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304117938,0.5,0.25,0.5,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304118060,1,1,0.75,0.75,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304121349,0.5,0.25,0.5,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304124487,1,1,1,0.75,0.9375,0.9375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304126107,0.75,0.75,0.75,0.5,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304127801,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304133565,0.75,0.75,0.5,0.5,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304135863,0.25,0.25,0.75,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304136470,1,0.25,0.5,0,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304139129,1,1,1,0.75,0.9375,0.9375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304140273,0.75,0.5,0.25,0.25,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304144908,1,0.75,0.75,0.75,0.8125,0.8125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304155374,0.5,0.75,0.75,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304450758,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304173136,1,1,0.75,0.75,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304192351,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304195625,0.5,0.25,0.25,0.5,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304210017,0.5,0.25,0.5,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304219354,0.75,0.75,0.5,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304219763,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304222292,0.5,0,0,1,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304224963,1,1,0,1,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304229454,1,1,1,0.75,0.9375,0.9375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304229687,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304232103,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304234355,0,0,0.25,0,0.0625,0.0625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304237086,0.25,0,0,0,0.0625,0.0625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304239220,0.75,0.25,0.25,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304239454,0.5,0,0.5,1,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304241738,0.75,0,0.25,1,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304244647,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304246947,0.25,0.75,0.25,0,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304249000,1,1,0.5,1,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304251304,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304251584,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304255668,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304258014,1,0.75,0.25,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304259799,1,0.75,0,1,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304262935,0.5,0.25,0.25,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304270780,1,1,0,0.5,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304272526,0.75,0.25,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304292758,0,0,0.5,0,0.125,0.125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304301706,0.75,0.25,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304301922,1,0.75,1,0.75,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304304710,0.25,0.25,0.25,0.25,0.25,0.25,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304308205,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304313954,0.75,0.5,0.5,0.75,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304316392,0.25,0.25,0,0,0.125,0.125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304839159,1,0.75,0.75,0.5,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304321775,0.75,0.25,0,0.75,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304338375,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304344010,0.5,0.25,0.25,0.75,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304346737,0.75,0.5,0.75,0.25,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304347706,0.5,0.5,0.25,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304349581,0.5,0.25,0.75,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304359943,0.5,0.25,0.25,0.5,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304365737,1,1,1,0.75,0.9375,0.9375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304366025,1,1,1,0.75,0.9375,0.9375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304378374,0,0,0.25,0,0.0625,0.0625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304388022,0.25,0.25,0.5,0.5,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304388141,0.75,0,0.25,0.75,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304390436,1,0.75,0.5,0.75,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304390649,0.5,0.5,0.5,0.75,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304403811,0.5,0.5,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304428294,1,0.25,0.5,0.5,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304446193,1,0,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304448928,0.75,0.25,0.5,0.75,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304451971,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304459740,0.75,0.25,0.5,0.25,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304459825,0.75,0.25,0.5,0.75,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304484614,0.75,0.75,0.5,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304493089,1,0.5,0.25,0.75,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305024534,0.25,0,0.25,0.25,0.1875,0.1875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305021832,0.75,1,0.5,0.75,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304895926,1,0.5,0.5,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304522957,0.75,0.25,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304523643,0.5,1,0.75,0.25,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304535877,0.25,0,0.25,0,0.125,0.125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304536412,1,0,0.5,1,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304560119,0.75,0.25,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304585390,0.75,0.75,0.5,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304585410,0.5,0.75,0.5,0.75,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304585552,0.75,0.25,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304596380,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304618369,0.25,0.25,0.5,0.25,0.3125,0.3125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304624805,1,0,0.25,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304644927,1,0,0,1,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305187924,0.5,0.25,0.5,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304666335,0,0,0.25,0,0.0625,0.0625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304702077,0.75,0.25,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304721388,0,0,0.25,0,0.0625,0.0625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304755538,0.75,0.75,0.5,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304755639,0.5,0.75,0.5,0.75,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304766952,1,0.5,0.75,0.75,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304782664,0.75,0.75,0.75,0.75,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304801134,0.5,0,0,0.25,0.1875,0.1875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304877567,0.5,0.5,0,0.5,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304878171,0.75,0.25,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304897312,0.5,0.25,0.5,0.5,0.4375,0.4375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304902816,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304908396,0.5,0.25,0.5,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304922191,1,0.5,0.5,0.75,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304934079,0.5,0.25,0.5,0.25,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304978066,0.5,0.75,0.25,0.75,0.5625,0.5625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
304994854,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305021426,0.75,0.5,0.75,1,0.75,0.75,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305051777,0,0,0,0,0,0,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305128349,0,0.25,0.25,0,0.125,0.125,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305146165,1,1,0.75,0.75,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305175363,0.75,0.25,0.25,0.75,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305177931,0.75,0,0.25,0.5,0.375,0.375,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305240811,1,1,0.5,0.25,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305252077,1,1,0.75,0.75,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305254484,0.75,0.75,0.75,0.5,0.6875,0.6875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305263633,0.5,0,0.25,0.25,0.25,0.25,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305270509,0.25,0.25,0.25,0.25,0.25,0.25,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305272692,1,1,0.75,0.75,0.875,0.875,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305272762,0.75,0.25,0.5,0.5,0.5,0.5,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305275247,0.75,0.75,0.5,0.5,0.625,0.625,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
305275489,1,1,1,1,1,1,"gwu-b 2016 module; 5-point, using (dis)agree not somewhat (dis)agree",4
